"Hour","Order name","Orders","Total sales","Net sales","Quantity ordered"
"2026-08-28 00:00:00","#2145415",1,1699,1618.1,2
"2026-08-28 00:00:00","#2145424",1,1187,1018.1,1
"2026-08-28 00:00:00","#2145432",1,5377,5120.95,7
"2026-08-28 00:00:00","#2145466",1,1157,989.52,1
"2026-08-28 00:00:00","#2145457",1,991,943.81,1
"2026-08-28 00:00:00","#2145433",1,1499,1427.62,1
"2026-08-28 00:00:00","#2145393",1,1499,1427.62,1
"2026-08-28 00:00:00","#2145402",1,1453,1383.81,1
"2026-08-28 00:00:00","#2145453",1,3203,3050.48,4
"2026-08-28 00:00:00","#2145442",1,2998,2855.24,4
"2026-08-28 00:00:00","#2145462",1,1484,1413.33,1
"2026-08-28 00:00:00","#2145413",1,1499,1427.62,2
"2026-08-28 00:00:00","#2145382",1,1617,1427.62,1
"2026-08-28 00:00:00","#2145422",1,1810,1723.81,2
"2026-08-28 00:00:00","#2145423",1,2100,1887.62,3
"2026-08-28 00:00:00","#2145383",1,4497,4282.86,9
"2026-08-28 00:00:00","#2145412",1,1617,1427.62,2
"2026-08-28 00:00:00","#2145446",1,2508,2276.2,3
"2026-08-28 00:00:00","#2145463",1,1499,1427.62,1
"2026-08-28 00:00:00","#2145406",1,3038,2893.33,4
"2026-08-28 00:00:00","#2145452",1,1599,1522.86,1
"2026-08-28 00:00:00","#2145410",1,1699,1618.1,2
"2026-08-28 00:00:00","#2145381",1,1617,1427.62,2
"2026-08-28 00:00:00","#2145421",1,2608,2371.43,4
"2026-08-28 00:00:00","#2145450",1,1848,1760,4
"2026-08-28 00:00:00","#2145461",1,1848,1760,3
"2026-08-28 00:00:00","#2145431",1,1599,1522.86,1
"2026-08-28 00:00:00","#2145396",1,1499,1427.62,2
"2026-08-28 00:00:00","#2145436",1,1499,1427.62,1
"2026-08-28 00:00:00","#2145460",1,1499,1427.62,2
"2026-08-28 00:00:00","#2145451",1,4197,3997.14,6
"2026-08-28 00:00:00","#2145397",1,1499,1427.62,2
"2026-08-28 00:00:00","#2145426",1,1617,1427.62,1
"2026-08-28 00:00:00","#2145380",1,1817,1618.1,1
"2026-08-28 00:00:00","#2145411",1,1499,1427.62,2
"2026-08-28 00:00:00","#2145407",1,1584,1508.57,1
"2026-08-28 00:00:00","#2145447",1,1898,1807.62,3
"2026-08-28 00:00:00","#2145458",1,2069,1970.48,2
"2026-08-28 00:00:00","#2145404",1,1517,1332.38,1
"2026-08-28 00:00:00","#2145435",1,1667,1475.24,1
"2026-08-28 00:00:00","#2145395",1,1499,1427.62,2
"2026-08-28 00:00:00","#2145418",1,1499,1427.62,2
"2026-08-28 00:00:00","#2145444",1,3848,3664.76,5
"2026-08-28 00:00:00","#2145389",1,2097,1934.4,5
"2026-08-28 00:00:00","#2145429",1,1499,1427.62,2
"2026-08-28 00:00:00","#2145405",1,1499,1427.62,2
"2026-08-28 00:00:00","#2145459",1,1948,1855.24,4
"2026-08-28 00:00:00","#2145428",1,1109,943.81,1
"2026-08-28 00:00:00","#2145388",1,1884,1794.29,2
"2026-08-28 00:00:00","#2145419",1,2286,2177.14,2
"2026-08-28 00:00:00","#2145445",1,1617,1427.62,1
"2026-08-28 00:00:00","#2145394",1,2069,1970.48,2
"2026-08-28 00:00:00","#2145420",1,1399,1332.38,1
"2026-08-28 01:00:00","#2145497",1,4198,3998.1,6
"2026-08-28 01:00:00","#2145478",1,1833,1745.71,3
"2026-08-28 01:00:00","#2145469",1,1817,1618.1,2
"2026-08-28 01:00:00","#2145475",1,1617,1422,1
"2026-08-28 01:00:00","#2145477",1,2889,2751.43,6
"2026-08-28 01:00:00","#2145468",1,2069,1970.48,2
"2026-08-28 01:00:00","#2145495",1,1599,1522.86,1
"2026-08-28 01:00:00","#2145474",1,1617,1427.62,2
"2026-08-28 01:00:00","#2145489",1,2947,2806.67,6
"2026-08-28 01:00:00","#2145483",1,1291.15,1229.67,1
"2026-08-28 01:00:00","#2145503",1,1699,1618.1,2
"2026-08-28 01:00:00","#2145482",1,5847,5568.58,7
"2026-08-28 01:00:00","#2145496",1,1948,1855.24,4
"2026-08-28 01:00:00","#2145479",1,1569,1494.28,1
"2026-08-28 01:00:00","#2145488",1,1499,1427.62,2
"2026-08-28 01:00:00","#2145480",1,1880,1790.48,2
"2026-08-28 01:00:00","#2145509",1,2549,2427.62,2
"2026-08-28 01:00:00","#2145494",1,2563,2440.95,3
"2026-08-28 01:00:00","#2145501",1,1399,1332.38,1
"2026-08-28 01:00:00","#2145476",1,1809,1722.86,2
"2026-08-28 01:00:00","#2145481",1,249,237.14,1
"2026-08-28 01:00:00","#2145490",1,2335,2223.81,3
"2026-08-28 01:00:00","#2145511",1,1499,1427.62,2
"2026-08-28 01:00:00","#2145500",1,1499,1427.62,2
"2026-08-28 01:00:00","#2145467",1,1887.3,1797.43,4
"2026-08-28 01:00:00","#2145504",1,1749,1665.71,1
"2026-08-28 01:00:00","#2145472",1,1699,1618.1,2
"2026-08-28 01:00:00","#2145473",1,1499,1427.62,1
"2026-08-28 01:00:00","#2145485",1,269,256.19,1
"2026-08-28 01:00:00","#2145499",1,1499,1427.62,2
"2026-08-28 01:00:00","#2145498",1,792,754.29,1
"2026-08-28 01:00:00","#2145491",1,1499,1427.62,2
"2026-08-28 01:00:00","#2145505",1,1584,1508.57,1
"2026-08-28 01:00:00","#2145510",1,2998,2855.24,5
"2026-08-28 01:00:00","#2145484",1,1599,1522.86,1
"2026-08-28 01:00:00","#2145506",1,2999,2856.19,3
"2026-08-28 01:00:00","#2145486",1,2483,2364.76,3
"2026-08-28 01:00:00","#2145507",1,1499,1427.62,1
"2026-08-28 01:00:00","#2145493",1,1499,1427.62,1
"2026-08-28 01:00:00","#2145471",1,1817,1618.1,2
"2026-08-28 01:00:00","#2145470",1,1499,1427.62,1
"2026-08-28 01:00:00","#2145492",1,1848,1760,4
"2026-08-28 01:00:00","#2145487",1,1617,1422,2
"2026-08-28 01:00:00","#2145508",1,1699,1618.1,2
"2026-08-28 01:00:00","#2145502",1,1637,1446.67,1
"2026-08-28 02:00:00","#2145512",1,1617,1427.62,1
"2026-08-28 03:00:00",,0,0,0,0
"2026-08-28 04:00:00",,0,0,0,0
"2026-08-28 05:00:00",,0,0,0,0
"2026-08-28 06:00:00",,0,0,0,0
"2026-08-28 07:00:00",,0,0,0,0
"2026-08-28 08:00:00",,0,0,0,0
"2026-08-28 09:00:00",,0,0,0,0
"2026-08-28 10:00:00",,0,0,0,0
"2026-08-28 11:00:00",,0,0,0,0
"2026-08-28 12:00:00",,0,0,0,0
"2026-08-28 13:00:00",,0,0,0,0
"2026-08-28 14:00:00",,0,0,0,0
"2026-08-28 15:00:00",,0,0,0,0
"2026-08-28 16:00:00",,0,0,0,0
"2026-08-28 17:00:00",,0,0,0,0
"2026-08-28 18:00:00",,0,0,0,0
"2026-08-28 19:00:00",,0,0,0,0
"2026-08-28 20:00:00",,0,0,0,0
"2026-08-28 21:00:00",,0,0,0,0
"2026-08-28 22:00:00",,0,0,0,0
"2026-08-28 23:00:00",,0,0,0,0
